,sentiment,text,polarity,std
5435,positive,vez,0.25,0.0
5436,positive,viajante,0.25,0.0
5437,positive,vida real,0.25,0.0
5438,positive,vidrio de Murano,0.25,0.0
5439,positive,vinculante,0.25,0.0
5440,positive,vindicador,0.25,0.0
5441,positive,vitalista,0.25,0.0
5442,positive,vitamina e,0.25,0.0
5443,positive,viviente,0.25,0.088
5444,positive,vocalización,0.25,0.0
5445,positive,volante,0.25,0.0
5446,positive,volatilizable,0.25,0.0
5447,positive,volquete,0.25,0.0
5448,positive,voltímetro electrónico,0.25,0.0
5449,positive,voluntad incansable,0.25,0.0
5450,positive,voyerismo,0.25,0.0
5451,positive,voyeurismo,0.25,0.0
5452,positive,vulcanizador,0.25,0.0
5453,positive,vágil,0.25,0.0
5454,positive,válvula semilunar,0.25,0.0
5455,positive,vía ancha,0.25,0.0
5456,positive,vía arterial,0.25,0.0
5457,positive,vía estrecha,0.25,0.0
5458,positive,vía expresa,0.25,0.0
5459,positive,wellerismo,0.25,0.0
5460,positive,wica,0.25,0.0
5461,positive,wicca,0.25,0.0
5462,positive,xerografía,0.25,0.0
5463,positive,yagi,0.25,0.0
5464,positive,yeti,0.25,0.0
5465,positive,yodar,0.25,0.088
5466,positive,yuxtapuesto,0.25,0.0
5467,positive,zanquilargo,0.25,0.0
5468,positive,zapatilla de deporte,0.25,0.0
5469,positive,zooide,0.25,0.0
5470,positive,zurdera,0.25,0.0
5471,positive,zureo,0.25,0.0
5472,positive,záfiro,0.25,0.0
5473,positive,ácimo,0.25,0.0
5474,positive,ámbito aproximado,0.25,0.0
5475,positive,ánimo,0.25,0.262
5476,positive,árbol motor,0.25,0.0
5477,positive,área de estudio,0.25,0.0
5478,positive,área temática,0.25,0.0
5479,positive,ázimo,0.25,0.0
5480,positive,élite,0.25,0.0
5481,positive,ópera bufa,0.25,0.0
5482,positive,ópera cómica,0.25,0.0
5483,negative,abatir,-0.554,0.047
5484,negative,abochornado,-0.25,0.0
5485,negative,abochornar,-0.5,0.072
5486,negative,abominación,-0.425,0.056
5487,negative,aborrecer,-0.625,0.088
5488,negative,aborrecimiento,-0.425,0.056
5489,negative,acongojarse,-0.687,0.088
5490,negative,acosar,-0.304,0.061
5491,negative,aflicción,-0.606,0.109
5492,negative,afligido,-0.396,0.113
5493,negative,afligir,-0.675,0.04
5494,negative,afligirse,-0.687,0.088
5495,negative,agravar,-0.281,0.217
5496,negative,agresividad,-0.35,0.068
5497,negative,alarmar,-0.25,0.0
5498,negative,alboroto,-0.25,0.09
5499,negative,amargura,-0.5,0.125
5500,negative,angustia,-0.589,0.112
5501,negative,angustiado,-0.65,0.112
5502,negative,antipatía,-0.542,0.094
5503,negative,antipático,-0.333,0.105
5504,negative,apesadumbrado,-0.5,0.0
5505,negative,apocamiento,-0.406,0.188
5506,negative,apurarse,-0.35,0.088
5507,negative,arrepentido,-0.5,0.0
5508,negative,arriesgado,-0.25,0.142
5509,negative,asco,-0.357,0.072
5510,negative,asquear,-0.437,0.0
5511,negative,asqueroso,-0.575,0.143
5512,negative,atormentar,-0.391,0.129
5513,negative,atroz,-0.672,0.146
5514,negative,avergonzado,-0.25,0.0
5515,negative,avergonzar,-0.375,0.12
5516,negative,aversión,-0.359,0.08
5517,negative,cabreado,-0.75,0.0
5518,negative,celoso,-0.25,0.177
5519,negative,colérico,-0.458,0.131
5520,negative,confundir,-0.333,0.091
5521,negative,congoja,-0.75,0.072
5522,negative,conmoción,-0.354,0.151
5523,negative,consternado,-0.375,0.161
5524,negative,contrariedad,-0.656,0.188
5525,negative,contrito,-0.5,0.0
5526,negative,crueldad,-0.525,0.056
5527,negative,culpabilidad,-1.0,0.0
5528,negative,culpable,-0.312,0.265
5529,negative,dañino,-0.437,0.157
5530,negative,decaído,-0.375,0.072
5531,negative,defectuoso,-0.431,0.127
5532,negative,degradante,-0.375,0.213
5533,negative,deplorar,-0.406,0.177
5534,negative,deprimente,-1.0,0.0
5535,negative,deprimir,-0.687,0.0
5536,negative,desagradable,-0.65,0.151
5537,negative,desagradar,-0.625,0.088
5538,negative,desagrado,-0.667,0.125
5539,negative,desalentador,-0.333,0.289
5540,negative,desalentar,-0.589,0.094
5541,negative,desaliento,-0.325,0.105
5542,negative,desamparo,-0.275,0.105
5543,negative,desaprobar,-0.292,0.188
5544,negative,desasosiego,-0.344,0.12
5545,negative,desconsolado,-0.875,0.088
5546,negative,descuido,-0.281,0.131
5547,negative,desdicha,-0.547,0.08
5548,negative,desdichado,-0.35,0.143
5549,negative,desdén,-0.363,0.099
5550,negative,desesperado,-0.625,0.19
5551,negative,deshonroso,-0.3,0.163
5552,negative,desolado,-0.562,0.265
5553,negative,despreciable,-0.406,0.174
5554,negative,despreciar,-0.396,0.151
5555,negative,desprecio,-0.406,0.115
5556,negative,desánimo,-0.312,0.112
5557,negative,detestar,-0.667,0.072
5558,negative,devastador,-0.45,0.068
5559,negative,difícil,-0.667,0.125
5560,negative,disgustado,-0.437,0.063
5561,negative,disgustar,-0.5,0.0
5562,negative,disuadir,-0.25,0.0
5563,negative,dolor,-0.488,0.102
5564,negative,dolorido,-0.719,0.102
5565,negative,doloroso,-0.625,0.131
5566,negative,encolerizar,-0.437,0.088
5567,negative,enemistad,-0.281,0.072
5568,negative,enfadado,-0.625,0.088
5569,negative,enfadar,-0.25,0.0
5570,negative,enfurecer,-0.375,0.072
5571,negative,enojado,-0.5,0.0
5572,negative,enojar,-0.437,0.088
5573,negative,enojoso,-0.875,0.088
5574,negative,entristecer,-0.375,0.0
5575,negative,escalofriante,-0.333,0.166
5576,negative,espantar,-0.286,0.098
5577,negative,espantoso,-0.643,0.134
5578,negative,exacerbación,-0.375,0.072
5579,negative,exasperar,-0.525,0.163
5580,negative,fastidiar,-0.359,0.065
5581,negative,fastidioso,-0.75,0.153
5582,negative,fatal,-0.275,0.185
5583,negative,frustrado,-0.5,0.0
5584,negative,frío,-0.292,0.144
5585,negative,furia,-0.4,0.105
5586,negative,furioso,-0.3,0.143
5587,negative,harto,-0.25,0.0
5588,negative,hastío,-0.281,0.111
5589,negative,herir,-0.458,0.072
5590,negative,histeria,-0.437,0.12
5591,negative,horrible,-0.429,0.177
5592,negative,horripilante,-0.4,0.198
5593,negative,horror,-0.354,0.117
5594,negative,horrorizar,-0.437,0.088
5595,negative,horroroso,-0.5,0.173
5596,negative,hostigar,-0.35,0.056
5597,negative,hostilidad,-0.344,0.102
5598,negative,humillar,-0.458,0.072
5599,negative,impaciencia,-0.333,0.191
5600,negative,impotencia,-0.25,0.12
5601,negative,inadecuado,-0.288,0.138
5602,negative,inclemente,-0.25,0.289
5603,negative,incomodar,-0.425,0.068
5604,negative,incómodo,-0.271,0.146
5605,negative,inoportuno,-0.361,0.153
5606,negative,inquietante,-0.375,0.161
5607,negative,inquieto,-0.275,0.147
5608,negative,inquina,-0.25,0.0
5609,negative,insatisfecho,-0.5,0.102
5610,negative,inseguridad,-0.437,0.188
5611,negative,insuficiente,-0.375,0.0
5612,negative,intolerable,-0.25,0.144
5613,negative,iracundo,-0.583,0.072
5614,negative,irascible,-0.562,0.063
5615,negative,irritación,-0.417,0.088
5616,negative,irritante,-0.5,0.185
5617,negative,irritar,-0.361,0.108
5618,negative,lamentable,-0.4,0.205
5619,negative,mal humor,-0.5,0.12
5620,negative,malhumor,-0.531,0.102
5621,negative,malicia,-0.375,0.112
5622,negative,maligno,-0.469,0.161
5623,negative,malévolo,-0.775,0.137
5624,negative,melancolía,-0.375,0.259
5625,negative,melancólico,-0.5,0.0
5626,negative,menospreciar,-0.268,0.159
5627,negative,menosprecio,-0.304,0.098
5628,negative,miedoso,-0.5,0.125
5629,negative,miserable,-0.333,0.16
5630,negative,misoneísmo,-0.25,0.0
5631,negative,mohína,-0.312,0.0
5632,negative,molestar,-0.458,0.042
5633,negative,molesto,-0.538,0.158
5634,negative,monstruoso,-0.396,0.129
5635,negative,mosqueado,-0.75,0.0
5636,negative,nauseabundo,-0.25,0.088
5637,negative,negro,-0.403,0.159
5638,negative,nocivo,-0.437,0.213
5639,negative,odiar,-1.0,0.0
5640,negative,odio,-0.5,0.177
5641,negative,ofender,-0.594,0.125
5642,negative,ofensivo,-0.429,0.191
5643,negative,opresión,-0.375,0.177
5644,negative,oscuro,-0.575,0.154
5645,negative,pavor,-0.437,0.088
5646,negative,pena,-0.458,0.104
5647,negative,penoso,-0.321,0.173
5648,negative,perjudicial,-0.455,0.175
5649,negative,perturbar,-0.406,0.093
5650,negative,pesadumbre,-0.575,0.105
5651,negative,pesar,-0.562,0.104
5652,negative,pesaroso,-0.437,0.0
5653,negative,pesimismo,-0.333,0.144
5654,negative,pesimista,-0.312,0.088
5655,negative,problema,-0.437,0.128
5656,negative,pánico,-0.292,0.217
5657,negative,quemazón,-0.281,0.177
5658,negative,rabia,-0.271,0.123
5659,negative,recelo,-0.25,0.105
5660,negative,rechazar,-0.26,0.154
5661,negative,rencor,-0.542,0.144
5662,negative,repelo,-0.312,0.0
5663,negative,repugnancia,-0.406,0.08
5664,negative,repugnante,-0.422,0.177
5665,negative,repulsivo,-0.25,0.072
5666,negative,resentimiento,-0.594,0.12
5667,negative,sombrío,-0.5,0.134
5668,negative,temer,-0.583,0.0
5669,negative,temeroso,-0.375,0.131
5670,negative,temible,-0.417,0.144
5671,negative,tener miedo,-0.562,0.0
5672,negative,terrible,-0.562,0.133
5673,negative,tormento,-0.482,0.061
5674,negative,trastorno,-0.375,0.079
5675,negative,tribulación,-0.281,0.12
5676,negative,triste,-0.509,0.154
5677,negative,tristeza,-0.45,0.256
5678,negative,vergüenza,-0.375,0.102
5679,negative,vilipendio,-0.917,0.0
5680,negative,abatido,-0.312,0.088
5681,negative,abatimiento,-0.375,0.088
5682,negative,abominar,-0.375,0.088
5683,negative,aborrecible,-0.25,0.0
5684,negative,acosar sexualmente,-0.375,0.0
5685,negative,acoso,-0.5,0.0
5686,negative,agravado,-0.375,0.177
5687,negative,airado,-0.5,0.0
5688,negative,alarmado,-0.25,0.0
5689,negative,alterado,-0.375,0.144
5690,negative,angustiosamente,-0.75,0.0
5691,negative,animadversión,-0.5,0.088
5692,negative,ansiosamente,-0.5,0.0
5693,negative,apenado,-0.458,0.125
5694,negative,apenar,-0.281,0.144
5695,negative,apenarse,-0.875,0.0
5696,negative,apocar,-0.687,0.0
5697,negative,aprensivo,-0.5,0.072
5698,negative,aprensión,-0.312,0.063
5699,negative,arrepentimiento,-0.375,0.0
5700,negative,asediar,-0.25,0.072
5701,negative,asqueadamente,-0.5,0.0
5702,negative,asqueado,-0.25,0.0
5703,negative,asurarse,-0.375,0.0
5704,negative,ataque de pánico,-0.5,0.0
5705,negative,aterrorizado,-0.25,0.0
5706,negative,autocompasión,-0.25,0.0
5707,negative,avaricioso,-0.583,0.217
5708,negative,avaro,-0.5,0.265
5709,negative,avergonzante,-0.5,0.0
5710,negative,avergonzarse,-0.25,0.0
5711,negative,aversión homicida,-0.25,0.0
5712,negative,basca,-0.25,0.0
5713,negative,beligerancia,-0.312,0.177
5714,negative,beligerante,-0.458,0.125
5715,negative,berrinche,-0.625,0.088
5716,negative,calamitoso,-0.5,0.177
5717,negative,cargante,-0.562,0.265
5718,negative,causar náuseas,-0.25,0.0
5719,negative,celos,-0.25,0.088
5720,negative,celosamente,-0.25,0.0
5721,negative,codiciar,-0.5,0.0
5722,negative,coléricamente,-0.75,0.0
5723,negative,compadecer,-0.625,0.0
5724,negative,compadecerse,-0.75,0.0
5725,negative,compunción,-0.625,0.177
5726,negative,concomerse,-0.25,0.0
5727,negative,conmiseración,-0.375,0.0
5728,negative,consternación,-0.375,0.0
5729,negative,consternar,-0.344,0.063
5730,negative,contrariado,-0.375,0.088
5731,negative,contrición,-0.25,0.0
5732,negative,conturbar,-0.25,0.088
5733,negative,corazonada,-0.25,0.0
5734,negative,cuita,-0.312,0.177
5735,negative,cínico,-0.667,0.144
5736,negative,dar asco,-0.5,0.0
5737,negative,dar náuseas,-0.25,0.0
5738,negative,de forma asesina,-0.375,0.0
5739,negative,decepcionante,-0.375,0.0
5740,negative,deficiente,-0.25,0.125
5741,negative,defraudado,-0.5,0.0
5742,negative,demolidor,-0.375,0.0
5743,negative,depre,-0.625,0.0
5744,negative,deprimido,-0.5,0.0
5745,negative,desacreditado,-0.375,0.177
5746,negative,desagradablemente,-0.375,0.0
5747,negative,desagradecimiento,-1.0,0.0
5748,negative,desanimar,-0.687,0.0
5749,negative,desasosegadamente,-0.5,0.0
5750,negative,desasosegado,-0.562,0.0
5751,negative,desazón,-0.25,0.072
5752,negative,descompostura,-0.25,0.0
5753,negative,desconsuelo,-0.75,0.0
5754,negative,desdeñar,-1.0,0.0
5755,negative,desecho,-0.5,0.144
5756,negative,desesperadamente,-0.5,0.0
5757,negative,desesperanzado,-0.5,0.0
5758,negative,desfallecimiento,-0.5,0.177
5759,negative,desgarrador,-0.333,0.0
5760,negative,deshonrado,-0.75,0.0
5761,negative,desmoralizador,-0.312,0.088
5762,negative,desmoralizar,-0.375,0.217
5763,negative,despavorido,-0.25,0.0
5764,negative,despecho,-0.375,0.177
5765,negative,destructivo,-0.583,0.072
5766,negative,detestación,-0.625,0.0
5767,negative,dificultoso,-0.75,0.0
5768,negative,disforia,-0.75,0.0
5769,negative,disgustoso,-0.75,0.0
5770,negative,dolido,-0.625,0.088
5771,negative,dolorosamente,-0.375,0.088
5772,negative,embarazoso,-0.5,0.0
5773,negative,encolerizarse,-0.625,0.0
5774,negative,encono,-0.375,0.0
5775,negative,enfadarse,-0.75,0.0
5776,negative,enfadoso,-1.0,0.0
5777,negative,enfurecerse,-0.5,0.0
5778,negative,enfurecido,-0.5,0.177
5779,negative,enfurecimiento,-0.25,0.0
5780,negative,enfurruñarse,-0.375,0.0
5781,negative,engorroso,-0.75,0.0
5782,negative,enloquecido,-0.25,0.088
5783,negative,enojarse,-0.75,0.0
5784,negative,enojo,-0.333,0.072
5785,negative,entristecerse,-0.708,0.072
5786,negative,entristecido,-0.5,0.0
5787,negative,espantado,-0.25,0.0
5788,negative,estremecedor,-0.562,0.0
5789,negative,exacerbar,-0.437,0.265
5790,negative,exasperación,-0.312,0.0
5791,negative,exasperante,-0.312,0.265
5792,negative,execración,-0.417,0.051
5793,negative,execrar,-0.375,0.088
5794,negative,fastidiado,-0.75,0.0
5795,negative,frenéticamente,-0.25,0.088
5796,negative,frustrante,-0.5,0.0
5797,negative,furibundo,-0.5,0.177
5798,negative,furiosamente,-0.437,0.088
5799,negative,grima,-0.25,0.0
5800,negative,hormiguilla,-0.375,0.0
5801,negative,horrendo,-0.625,0.191
5802,negative,horrorizado,-0.625,0.088
5803,negative,humillante,-0.75,0.0
5804,negative,ignominioso,-0.5,0.0
5805,negative,impropio,-0.375,0.088
5806,negative,indignado,-0.5,0.0
5807,negative,indignante,-0.5,0.0
5808,negative,ingratitud,-1.0,0.0
5809,negative,inhumanidad,-0.333,0.144
5810,negative,inmundo,-0.312,0.0
5811,negative,inquietarse,-0.333,0.072
5812,negative,insidia,-0.437,0.088
5813,negative,intimidado,-0.292,0.072
5814,negative,iracundia,-0.375,0.0
5815,negative,irascibilidad,-0.375,0.0
5816,negative,irritado,-0.625,0.072
5817,negative,lastimero,-0.75,0.0
5818,negative,lóbregamente,-0.375,0.0
5819,negative,lóbrego,-0.812,0.0
5820,negative,lúgubre,-0.5,0.0
5821,negative,lúgubremente,-0.375,0.0
5822,negative,macabro,-0.75,0.088
5823,negative,mal genio,-0.375,0.088
5824,negative,mala leche,-0.312,0.0
5825,negative,maleficencia,-0.562,0.088
5826,negative,malevolencia,-0.562,0.0
5827,negative,malignidad,-0.562,0.088
5828,negative,malquerencia,-0.375,0.0
5829,negative,maléfico,-0.875,0.0
5830,negative,manto lúgubre,-0.25,0.0
5831,negative,misantropía,-0.437,0.088
5832,negative,misantrópico,-1.0,0.0
5833,negative,misoginia,-0.625,0.0
5834,negative,misántropo,-0.75,0.0
5835,negative,misógino,-0.687,0.177
5836,negative,mohíno,-0.75,0.0
5837,negative,molestar repetidamente,-0.375,0.0
5838,negative,mortificado,-0.25,0.0
5839,negative,mortificante,-0.5,0.088
5840,negative,mortificar,-0.562,0.063
5841,negative,murria,-0.375,0.0
5842,negative,mísero,-0.25,0.188
5843,negative,nauseoso,-0.25,0.0
5844,negative,oprobioso,-0.5,0.0
5845,negative,pataleta,-0.625,0.0
5846,negative,pavoroso,-0.75,0.0
5847,negative,perra,-0.25,0.072
5848,negative,perturbador,-0.625,0.088
5849,negative,petrificado,-0.25,0.0
5850,negative,picado,-0.333,0.072
5851,negative,pie de guerra,-0.5,0.0
5852,negative,preocupado,-0.292,0.191
5853,negative,provocado,-0.75,0.0
5854,negative,quejumbroso,-0.625,0.088
5855,negative,rabieta,-0.625,0.088
5856,negative,rabioso,-0.292,0.191
5857,negative,reconcomerse,-0.25,0.0
5858,negative,remordimiento,-0.333,0.072
5859,negative,repugnar,-0.375,0.072
5860,negative,repulsión,-0.458,0.072
5861,negative,resentido,-0.458,0.125
5862,negative,resignarse,-0.25,0.0
5863,negative,retraído,-0.375,0.0
5864,negative,sed de venganza,-0.25,0.0
5865,negative,sentimiento de culpa,-1.0,0.0
5866,negative,sin alegría,-0.375,0.0
5867,negative,sulfurado,-0.312,0.088
5868,negative,terrorífico,-0.625,0.0
5869,negative,transtornado,-0.75,0.0
5870,negative,trastorno de ansiedad,-0.625,0.0
5871,negative,turbado,-0.5,0.177
5872,negative,ultrajante,-0.5,0.354
5873,negative,vejación,-0.542,0.072
5874,negative,vejar,-0.312,0.088
5875,negative,verecundia,-0.25,0.0
5876,negative,verraquera,-0.625,0.0
5877,negative,adinamia,-0.875,0.0
5878,negative,adulterino,-1.0,0.0
5879,negative,agarrado,-0.875,0.0
5880,negative,aguas movedizas,-0.875,0.0
5881,negative,amenazador,-1.0,0.0
5882,negative,ampollar,-0.875,0.0
5883,negative,angustiar,-1.0,0.0
5884,negative,antiestético,-1.0,0.0
5885,negative,apestoso,-0.917,0.072
5886,negative,asesino,-0.875,0.0
5887,negative,asimetría,-0.875,0.0
5888,negative,ataque de nervios,-0.875,0.0
5889,negative,atrofia,-1.0,0.0
5890,negative,autodestructivo,-0.875,0.0
5891,negative,averno,-0.875,0.0
5892,negative,calumniador,-1.0,0.0
5893,negative,calumnioso,-1.0,0.0
5894,negative,censurable,-0.917,0.0
5895,negative,cerrilismo,-0.875,0.0
5896,negative,ceño,-0.875,0.0
5897,negative,ceño fruncido,-0.875,0.0
5898,negative,cicatero,-1.0,0.0
5899,negative,colapso nervioso,-0.875,0.0
5900,negative,condenable,-1.0,0.0
5901,negative,condenatorio,-1.0,0.0
5902,negative,condolencia,-0.875,0.0
5903,negative,condolencias,-0.875,0.0
5904,negative,contrabandista,-1.0,0.0
5905,negative,crisis nerviosa,-0.875,0.0
5906,negative,criticable,-1.0,0.0
5907,negative,de forma impersonal,-1.0,0.0
5908,negative,declarar culpable,-0.875,0.0
5909,negative,denigrador,-1.0,0.0
5910,negative,denigratorio,-1.0,0.0
5911,negative,depresión nerviosa,-0.875,0.0
5912,negative,desacreditador,-1.0,0.0
5913,negative,desamparar,-1.0,0.0
5914,negative,desaprovechamiento,-1.0,0.0
5915,negative,desarmonía,-0.875,0.0
5916,negative,desasistir,-1.0,0.0
5917,negative,desconocer,-1.0,0.0
5918,negative,descorazonar,-1.0,0.0
5919,negative,desequilibrio,-0.812,0.0
5920,negative,desesperanzar,-1.0,0.0
5921,negative,desgraciados,-1.0,0.0
5922,negative,deshonor,-0.875,0.088
5923,negative,desprestigiador,-1.0,0.0
5924,negative,desventajoso,-0.875,0.0
5925,negative,deteriorable,-0.875,0.0
5926,negative,difamador,-1.0,0.0
5927,negative,difamatorio,-1.0,0.0
5928,negative,disconformidad,-0.875,0.0
5929,negative,discontinuidad,-0.875,0.0
5930,negative,disimulador,-1.0,0.0
5931,negative,envilecimiento,-0.875,0.0
5932,negative,escrofuloso,-1.0,0.0
5933,negative,espurio,-1.0,0.0
5934,negative,excoriación,-0.875,0.0
5935,negative,expensas,-1.0,0.0
5936,negative,falsario,-1.0,0.0
5937,negative,faltar al respeto,-0.875,0.0
5938,negative,fechoría,-1.0,0.0
5939,negative,feo,-0.833,0.144
5940,negative,fingir,-0.792,0.0
5941,negative,frunción,-0.875,0.0
5942,negative,fríamente,-0.875,0.0
5943,negative,fétido,-0.875,0.0
5944,negative,fóbico,-1.0,0.0
5945,negative,garrapo,-1.0,0.0
5946,negative,guindar,-0.875,0.0
5947,negative,hijo de ganancia,-1.0,0.0
5948,negative,hijo ilegítimo,-1.0,0.0
5949,negative,hipocondríaco,-1.0,0.0
5950,negative,homicida,-1.0,0.0
5951,negative,huraño,-0.792,0.144
5952,negative,idigno de,-1.0,0.0
5953,negative,impasable,-1.0,0.0
5954,negative,impersonalmente,-1.0,0.0
5955,negative,inanidad,-0.875,0.0
5956,negative,incompetencia,-0.844,0.0
5957,negative,inconstructivo,-1.0,0.0
5958,negative,incriminable,-1.0,0.0
5959,negative,incultura,-0.875,0.0
5960,negative,indigestible,-0.875,0.0
5961,negative,ineficacia,-0.812,0.0
5962,negative,ineficiencia,-0.875,0.0
5963,negative,inelasticidad,-0.875,0.0
5964,negative,ineligible,-0.875,0.0
5965,negative,infierno,-0.8,0.0
5966,negative,infranqueable,-0.937,0.0
5967,negative,inhabilidad,-0.875,0.0
5968,negative,injurioso,-1.0,0.0
5969,negative,inobservancia,-0.812,0.0
5970,negative,insubstancialidad,-0.875,0.0
5971,negative,intransitable,-1.0,0.0
5972,negative,irrepresentable,-0.875,0.0
5973,negative,kitsch,-1.0,0.0
5974,negative,lagrimar,-0.875,0.0
5975,negative,lerdo,-0.812,0.0
5976,negative,llamada de atención,-0.875,0.0
5977,negative,mal carácter,-1.0,0.0
5978,negative,malhumorado,-0.833,0.072
5979,negative,maloliente,-1.0,0.0
5980,negative,maniacodepresivo,-0.875,0.0
5981,negative,matar violentamente,-1.0,0.0
5982,negative,matutero,-1.0,0.0
5983,negative,mentiroso,-1.0,0.0
5984,negative,metedor,-1.0,0.0
5985,negative,no cualificado,-0.875,0.0
5986,negative,noluntad,-1.0,0.0
5987,negative,orco,-0.875,0.0
5988,negative,padecimiento,-1.0,0.0
5989,negative,parásitos,-0.875,0.0
5990,negative,perturbación violenta,-0.875,0.0
5991,negative,pestilente,-1.0,0.0
5992,negative,pillado,-0.875,0.0
5993,negative,poco amable,-0.812,0.0
5994,negative,poco atento,-0.875,0.0
5995,negative,poco gentil,-0.875,0.0
5996,negative,poco servicial,-0.875,0.0
5997,negative,poner los cuernos,-0.875,0.0
5998,negative,protestatario,-1.0,0.0
5999,negative,protestativo,-1.0,0.0
6000,negative,psicopatológico,-0.875,0.0
6001,negative,psicopático,-0.875,0.0
6002,negative,punto flaco,-1.0,0.0
6003,negative,putada,-0.875,0.0
6004,negative,putería,-1.0,0.0
6005,negative,putrescible,-0.875,0.0
6006,negative,pésame,-0.875,0.0
6007,negative,quitar de enmedio,-1.0,0.0
6008,negative,ramplonería,-0.875,0.0
6009,negative,rata,-0.875,0.0
6010,negative,recriminable,-1.0,0.0
6011,negative,regañón,-1.0,0.0
6012,negative,reino de las tinieblas,-0.875,0.0
6013,negative,reprensible,-1.0,0.0
6014,negative,reprochable,-1.0,0.0
6015,negative,retraso mental,-0.875,0.0
6016,negative,roncería,-1.0,0.0
6017,negative,sacar de quicio,-0.812,0.0
6018,negative,saqueado,-0.875,0.0
6019,negative,ser infiel,-0.875,0.0
6020,negative,sin amor,-1.0,0.0
6021,negative,suicida,-0.875,0.0
6022,negative,tacaño,-0.875,0.0
6023,negative,tenebroso,-1.0,0.0
6024,negative,tontamente,-0.875,0.0
6025,negative,torcedor,-1.0,0.0
6026,negative,veleidoso,-1.0,0.0
6027,negative,a toda prisa,-0.75,0.0
6028,negative,a todo correr,-0.75,0.0
6029,negative,abúlico,-0.75,0.0
6030,negative,acongojado,-0.75,0.0
6031,negative,agonizar,-0.75,0.0
6032,negative,agónico,-0.75,0.0
6033,negative,ahuecamiento,-0.75,0.0
6034,negative,algofóbico,-0.75,0.0
6035,negative,amencia,-0.75,0.0
6036,negative,antipatriótico,-0.75,0.0
6037,negative,aparatosidad,-0.75,0.0
6038,negative,asesinato público,-0.75,0.0
6039,negative,ataque sorpresa,-0.75,0.0
6040,negative,autoincriminación,-0.75,0.0
6041,negative,autoinculpación,-0.75,0.0
6042,negative,autotormento,-0.75,0.0
6043,negative,autotortura,-0.75,0.0
6044,negative,aventurado,-0.75,0.0
6045,negative,bastedad,-0.75,0.0
6046,negative,bilioso,-0.75,0.0
6047,negative,burlón,-0.75,0.0
6048,negative,canallada,-0.75,0.0
6049,negative,canallesco,-0.75,0.088
6050,negative,caradura,-0.75,0.0
6051,negative,carcomido,-0.75,0.0
6052,negative,causar un trauma,-0.75,0.0
6053,negative,ceguedad,-0.75,0.0
6054,negative,ceguera,-0.75,0.0
6055,negative,ceñudo,-0.75,0.0
6056,negative,contumelia,-0.75,0.0
6057,negative,cretino,-0.75,0.177
6058,negative,culpa,-0.75,0.0
6059,negative,debilidad mental,-0.75,0.0
6060,negative,degradarse,-0.75,0.0
6061,negative,denunciable,-0.75,0.0
6062,negative,desafortunadamente,-0.75,0.0
6063,negative,desesclarecedor,-0.75,0.0
6064,negative,deshonrarse,-0.75,0.0
6065,negative,deshonrosamente,-0.75,0.0
6066,negative,despreciado,-0.75,0.0
6067,negative,destructividad,-0.75,0.0
6068,negative,desvancerse,-0.75,0.0
6069,negative,detestado,-0.75,0.0
6070,negative,dispéptico,-0.75,0.0
6071,negative,echar una reprimenda,-0.75,0.0
6072,negative,encontrón,-0.75,0.0
6073,negative,encuentro violento,-0.75,0.0
6074,negative,engravecer,-0.75,0.0
6075,negative,envanecimiento,-0.75,0.0
6076,negative,espúreo,-0.75,0.0
6077,negative,esquizofrénico,-0.75,0.0
6078,negative,falta de amabilidad,-0.75,0.0
6079,negative,fraudulento,-0.75,0.0
6080,negative,fruncir el entrecejo,-0.75,0.0
6081,negative,gafe,-0.75,0.0
6082,negative,golpiza,-0.75,0.0
6083,negative,hedor,-0.75,0.0
6084,negative,hipocondría,-0.75,0.0
6085,negative,hosco,-0.75,0.125
6086,negative,idiota,-0.75,0.12
6087,negative,imperfectamente,-0.75,0.0
6088,negative,impetuoso,-0.75,0.0
6089,negative,impopularidad,-0.75,0.0
6090,negative,imprevisión,-0.75,0.0
6091,negative,imprevisor,-0.75,0.0
6092,negative,impropicio,-0.75,0.0
6093,negative,inamovible,-0.75,0.0
6094,negative,incombinable,-0.75,0.0
6095,negative,inconsolable,-0.75,0.0
6096,negative,indigerible,-0.75,0.0
6097,negative,indigno,-0.75,0.125
6098,negative,ineficiente,-0.75,0.088
6099,negative,inexpiable,-0.75,0.0
6100,negative,inextricable,-0.75,0.0
6101,negative,infligir,-0.75,0.0
6102,negative,inflingir,-0.75,0.0
6103,negative,ingrato,-0.75,0.125
6104,negative,inhospitalidad,-0.75,0.0
6105,negative,insolvencia,-0.75,0.0
6106,negative,insultante,-0.75,0.177
6107,negative,invidencia,-0.75,0.0
6108,negative,irreversible,-0.75,0.0
6109,negative,linchar,-0.75,0.0
6110,negative,lividez,-0.75,0.0
6111,negative,luto,-0.75,0.0
6112,negative,magnicidio,-0.75,0.0
6113,negative,malparir,-0.75,0.0
6114,negative,mefítico,-0.75,0.0
6115,negative,misofóbico,-0.75,0.0
6116,negative,nido de arañas,-0.75,0.0
6117,negative,no autorizado,-0.75,0.0
6118,negative,no cognoscible,-0.75,0.0
6119,negative,no edificante,-0.75,0.0
6120,negative,odiado,-0.75,0.0
6121,negative,paroxismo,-0.75,0.0
6122,negative,pasividad,-0.75,0.0
6123,negative,pestazo,-0.75,0.0
